datetime,SNOTEL:SNWD_D,qualifiers,censor_code,date_time_utc,method_id,method_code,source_code,quality_control_level_code
2015-08-14,0.0,V,nc,2015-08-14T00:00:00,0,0,1,1
2015-08-15,0.0,E,nc,2015-08-15T00:00:00,0,0,1,1
2015-08-16,0.0,V,nc,2015-08-16T00:00:00,0,0,1,1
2015-08-17,0.0,V,nc,2015-08-17T00:00:00,0,0,1,1
2015-08-18,0.0,V,nc,2015-08-18T00:00:00,0,0,1,1
2015-08-19,0.0,E,nc,2015-08-19T00:00:00,0,0,1,1
2015-08-20,0.0,V,nc,2015-08-20T00:00:00,0,0,1,1
2015-08-21,0.0,V,nc,2015-08-21T00:00:00,0,0,1,1
2015-08-22,0.0,E,nc,2015-08-22T00:00:00,0,0,1,1
2015-08-23,0.0,V,nc,2015-08-23T00:00:00,0,0,1,1
2015-08-24,0.0,V,nc,2015-08-24T00:00:00,0,0,1,1
2015-08-25,0.0,E,nc,2015-08-25T00:00:00,0,0,1,1
2015-08-26,0.0,E,nc,2015-08-26T00:00:00,0,0,1,1
2015-08-27,0.0,V,nc,2015-08-27T00:00:00,0,0,1,1
2015-08-28,0.0,E,nc,2015-08-28T00:00:00,0,0,1,1
2015-08-29,0.0,E,nc,2015-08-29T00:00:00,0,0,1,1
2015-08-30,0.0,V,nc,2015-08-30T00:00:00,0,0,1,1
2015-08-31,0.0,V,nc,2015-08-31T00:00:00,0,0,1,1
2015-09-01,0.0,E,nc,2015-09-01T00:00:00,0,0,1,1
2015-09-02,0.0,E,nc,2015-09-02T00:00:00,0,0,1,1
2015-09-03,0.0,E,nc,2015-09-03T00:00:00,0,0,1,1
2015-09-04,0.0,E,nc,2015-09-04T00:00:00,0,0,1,1
2015-09-05,0.0,V,nc,2015-09-05T00:00:00,0,0,1,1
2015-09-06,0.0,E,nc,2015-09-06T00:00:00,0,0,1,1
2015-09-07,0.0,E,nc,2015-09-07T00:00:00,0,0,1,1
2015-09-08,0.0,E,nc,2015-09-08T00:00:00,0,0,1,1
2015-09-09,0.0,E,nc,2015-09-09T00:00:00,0,0,1,1
2015-09-10,0.0,V,nc,2015-09-10T00:00:00,0,0,1,1
2015-09-11,0.0,E,nc,2015-09-11T00:00:00,0,0,1,1
2015-09-12,0.0,E,nc,2015-09-12T00:00:00,0,0,1,1
2015-09-13,0.0,E,nc,2015-09-13T00:00:00,0,0,1,1
2015-09-14,0.0,E,nc,2015-09-14T00:00:00,0,0,1,1
2015-09-15,0.0,V,nc,2015-09-15T00:00:00,0,0,1,1
2015-09-16,0.0,E,nc,2015-09-16T00:00:00,0,0,1,1
2015-09-17,0.0,E,nc,2015-09-17T00:00:00,0,0,1,1
2015-09-18,0.0,E,nc,2015-09-18T00:00:00,0,0,1,1
2015-09-19,0.0,E,nc,2015-09-19T00:00:00,0,0,1,1
2015-09-20,0.0,E,nc,2015-09-20T00:00:00,0,0,1,1
2015-09-21,0.0,E,nc,2015-09-21T00:00:00,0,0,1,1
2015-09-22,0.0,E,nc,2015-09-22T00:00:00,0,0,1,1
2015-09-23,0.0,E,nc,2015-09-23T00:00:00,0,0,1,1
2015-09-24,0.0,V,nc,2015-09-24T00:00:00,0,0,1,1
2015-09-25,0.0,V,nc,2015-09-25T00:00:00,0,0,1,1
2015-09-26,0.0,E,nc,2015-09-26T00:00:00,0,0,1,1
2015-09-27,0.0,V,nc,2015-09-27T00:00:00,0,0,1,1
2015-09-28,0.0,E,nc,2015-09-28T00:00:00,0,0,1,1
2015-09-29,0.0,E,nc,2015-09-29T00:00:00,0,0,1,1
2015-09-30,0.0,E,nc,2015-09-30T00:00:00,0,0,1,1
2015-10-01,0.0,E,nc,2015-10-01T00:00:00,0,0,1,1
2015-10-02,0.0,E,nc,2015-10-02T00:00:00,0,0,1,1
2015-10-03,0.0,E,nc,2015-10-03T00:00:00,0,0,1,1
2015-10-04,0.0,E,nc,2015-10-04T00:00:00,0,0,1,1
2015-10-05,0.0,E,nc,2015-10-05T00:00:00,0,0,1,1
2015-10-06,0.0,E,nc,2015-10-06T00:00:00,0,0,1,1
2015-10-07,0.0,E,nc,2015-10-07T00:00:00,0,0,1,1
2015-10-08,0.0,E,nc,2015-10-08T00:00:00,0,0,1,1
2015-10-09,0.0,V,nc,2015-10-09T00:00:00,0,0,1,1
2015-10-10,0.0,V,nc,2015-10-10T00:00:00,0,0,1,1
2015-10-11,0.0,V,nc,2015-10-11T00:00:00,0,0,1,1
2015-10-12,0.0,E,nc,2015-10-12T00:00:00,0,0,1,1
2015-10-13,0.0,V,nc,2015-10-13T00:00:00,0,0,1,1
2015-10-14,0.0,E,nc,2015-10-14T00:00:00,0,0,1,1
2015-10-15,0.0,V,nc,2015-10-15T00:00:00,0,0,1,1
2015-10-16,0.0,E,nc,2015-10-16T00:00:00,0,0,1,1
2015-10-17,0.0,E,nc,2015-10-17T00:00:00,0,0,1,1
2015-10-18,0.0,V,nc,2015-10-18T00:00:00,0,0,1,1
2015-10-19,0.0,E,nc,2015-10-19T00:00:00,0,0,1,1
2015-10-20,0.0,E,nc,2015-10-20T00:00:00,0,0,1,1
2015-10-21,0.0,E,nc,2015-10-21T00:00:00,0,0,1,1
2015-10-22,0.0,V,nc,2015-10-22T00:00:00,0,0,1,1
2015-10-23,0.0,E,nc,2015-10-23T00:00:00,0,0,1,1
2015-10-24,0.0,E,nc,2015-10-24T00:00:00,0,0,1,1
2015-10-25,0.0,E,nc,2015-10-25T00:00:00,0,0,1,1
2015-10-26,0.0,E,nc,2015-10-26T00:00:00,0,0,1,1
2015-10-27,0.0,E,nc,2015-10-27T00:00:00,0,0,1,1
2015-10-28,0.0,E,nc,2015-10-28T00:00:00,0,0,1,1
2015-10-29,0.0,E,nc,2015-10-29T00:00:00,0,0,1,1
2015-10-30,2.0,V,nc,2015-10-30T00:00:00,0,0,1,1
2015-10-31,0.0,V,nc,2015-10-31T00:00:00,0,0,1,1
2015-11-01,2.0,V,nc,2015-11-01T00:00:00,0,0,1,1
2015-11-02,16.0,V,nc,2015-11-02T00:00:00,0,0,1,1
2015-11-03,19.0,V,nc,2015-11-03T00:00:00,0,0,1,1
2015-11-04,17.0,V,nc,2015-11-04T00:00:00,0,0,1,1
2015-11-05,15.0,V,nc,2015-11-05T00:00:00,0,0,1,1
2015-11-06,17.0,V,nc,2015-11-06T00:00:00,0,0,1,1
2015-11-07,15.0,V,nc,2015-11-07T00:00:00,0,0,1,1
2015-11-08,12.0,V,nc,2015-11-08T00:00:00,0,0,1,1
2015-11-09,14.0,V,nc,2015-11-09T00:00:00,0,0,1,1
2015-11-10,17.0,V,nc,2015-11-10T00:00:00,0,0,1,1
2015-11-11,15.0,V,nc,2015-11-11T00:00:00,0,0,1,1
2015-11-12,22.0,V,nc,2015-11-12T00:00:00,0,0,1,1
2015-11-13,24.0,V,nc,2015-11-13T00:00:00,0,0,1,1
2015-11-14,22.0,V,nc,2015-11-14T00:00:00,0,0,1,1
2015-11-15,27.0,V,nc,2015-11-15T00:00:00,0,0,1,1
2015-11-16,29.0,V,nc,2015-11-16T00:00:00,0,0,1,1
2015-11-17,33.0,V,nc,2015-11-17T00:00:00,0,0,1,1
2015-11-18,42.0,V,nc,2015-11-18T00:00:00,0,0,1,1
2015-11-19,40.0,V,nc,2015-11-19T00:00:00,0,0,1,1
2015-11-20,39.0,V,nc,2015-11-20T00:00:00,0,0,1,1
2015-11-21,38.0,V,nc,2015-11-21T00:00:00,0,0,1,1
2015-11-22,36.0,V,nc,2015-11-22T00:00:00,0,0,1,1
2015-11-23,37.0,V,nc,2015-11-23T00:00:00,0,0,1,1
2015-11-24,39.0,V,nc,2015-11-24T00:00:00,0,0,1,1
2015-11-25,38.0,V,nc,2015-11-25T00:00:00,0,0,1,1
2015-11-26,38.0,V,nc,2015-11-26T00:00:00,0,0,1,1
2015-11-27,37.0,V,nc,2015-11-27T00:00:00,0,0,1,1
2015-11-28,37.0,V,nc,2015-11-28T00:00:00,0,0,1,1
2015-11-29,36.0,V,nc,2015-11-29T00:00:00,0,0,1,1
2015-11-30,36.0,V,nc,2015-11-30T00:00:00,0,0,1,1
2015-12-01,36.0,V,nc,2015-12-01T00:00:00,0,0,1,1
2015-12-02,38.0,V,nc,2015-12-02T00:00:00,0,0,1,1
2015-12-03,39.0,V,nc,2015-12-03T00:00:00,0,0,1,1
2015-12-04,53.0,E,nc,2015-12-04T00:00:00,0,0,1,1
2015-12-05,54.0,V,nc,2015-12-05T00:00:00,0,0,1,1
2015-12-06,67.0,V,nc,2015-12-06T00:00:00,0,0,1,1
2015-12-07,73.0,E,nc,2015-12-07T00:00:00,0,0,1,1
2015-12-08,72.0,V,nc,2015-12-08T00:00:00,0,0,1,1
2015-12-09,78.0,E,nc,2015-12-09T00:00:00,0,0,1,1
2015-12-10,81.0,V,nc,2015-12-10T00:00:00,0,0,1,1
2015-12-11,84.0,E,nc,2015-12-11T00:00:00,0,0,1,1
2015-12-12,82.0,V,nc,2015-12-12T00:00:00,0,0,1,1
2015-12-13,92.0,V,nc,2015-12-13T00:00:00,0,0,1,1
2015-12-14,91.0,V,nc,2015-12-14T00:00:00,0,0,1,1
2015-12-15,88.0,V,nc,2015-12-15T00:00:00,0,0,1,1
2015-12-16,86.0,V,nc,2015-12-16T00:00:00,0,0,1,1
2015-12-17,88.0,V,nc,2015-12-17T00:00:00,0,0,1,1
2015-12-18,97.0,V,nc,2015-12-18T00:00:00,0,0,1,1
2015-12-19,96.0,V,nc,2015-12-19T00:00:00,0,0,1,1
2015-12-20,95.0,V,nc,2015-12-20T00:00:00,0,0,1,1
2015-12-21,105.0,V,nc,2015-12-21T00:00:00,0,0,1,1
2015-12-22,107.0,V,nc,2015-12-22T00:00:00,0,0,1,1
2015-12-23,105.0,V,nc,2015-12-23T00:00:00,0,0,1,1
2015-12-24,111.0,E,nc,2015-12-24T00:00:00,0,0,1,1
2015-12-25,112.0,V,nc,2015-12-25T00:00:00,0,0,1,1
2015-12-26,106.0,V,nc,2015-12-26T00:00:00,0,0,1,1
2015-12-27,105.0,V,nc,2015-12-27T00:00:00,0,0,1,1
2015-12-28,105.0,V,nc,2015-12-28T00:00:00,0,0,1,1
2015-12-29,103.0,V,nc,2015-12-29T00:00:00,0,0,1,1
2015-12-30,101.0,V,nc,2015-12-30T00:00:00,0,0,1,1
2015-12-31,98.0,V,nc,2015-12-31T00:00:00,0,0,1,1
2016-01-01,97.0,V,nc,2016-01-01T00:00:00,0,0,1,1
2016-01-02,96.0,V,nc,2016-01-02T00:00:00,0,0,1,1
2016-01-03,94.0,V,nc,2016-01-03T00:00:00,0,0,1,1
2016-01-04,99.0,V,nc,2016-01-04T00:00:00,0,0,1,1
2016-01-05,100.0,V,nc,2016-01-05T00:00:00,0,0,1,1
2016-01-06,101.0,V,nc,2016-01-06T00:00:00,0,0,1,1
2016-01-07,99.0,V,nc,2016-01-07T00:00:00,0,0,1,1
2016-01-08,97.0,V,nc,2016-01-08T00:00:00,0,0,1,1
2016-01-09,95.0,V,nc,2016-01-09T00:00:00,0,0,1,1
2016-01-10,94.0,V,nc,2016-01-10T00:00:00,0,0,1,1
2016-01-11,94.0,V,nc,2016-01-11T00:00:00,0,0,1,1
2016-01-12,95.0,V,nc,2016-01-12T00:00:00,0,0,1,1
2016-01-13,103.0,V,nc,2016-01-13T00:00:00,0,0,1,1
2016-01-14,107.0,V,nc,2016-01-14T00:00:00,0,0,1,1
2016-01-15,105.0,V,nc,2016-01-15T00:00:00,0,0,1,1
2016-01-16,104.0,V,nc,2016-01-16T00:00:00,0,0,1,1
2016-01-17,110.0,V,nc,2016-01-17T00:00:00,0,0,1,1
2016-01-18,113.0,V,nc,2016-01-18T00:00:00,0,0,1,1
2016-01-19,112.0,V,nc,2016-01-19T00:00:00,0,0,1,1
2016-01-20,113.0,V,nc,2016-01-20T00:00:00,0,0,1,1
2016-01-21,116.0,V,nc,2016-01-21T00:00:00,0,0,1,1
2016-01-22,132.0,V,nc,2016-01-22T00:00:00,0,0,1,1
2016-01-23,131.0,V,nc,2016-01-23T00:00:00,0,0,1,1
2016-01-24,133.0,V,nc,2016-01-24T00:00:00,0,0,1,1
2016-01-25,129.0,V,nc,2016-01-25T00:00:00,0,0,1,1
2016-01-26,126.0,V,nc,2016-01-26T00:00:00,0,0,1,1
2016-01-27,123.0,V,nc,2016-01-27T00:00:00,0,0,1,1
2016-01-28,120.0,V,nc,2016-01-28T00:00:00,0,0,1,1
2016-01-29,124.0,V,nc,2016-01-29T00:00:00,0,0,1,1
2016-01-30,139.0,V,nc,2016-01-30T00:00:00,0,0,1,1
2016-01-31,140.0,V,nc,2016-01-31T00:00:00,0,0,1,1
2016-02-01,134.0,V,nc,2016-02-01T00:00:00,0,0,1,1
2016-02-02,130.0,V,nc,2016-02-02T00:00:00,0,0,1,1
2016-02-03,128.0,V,nc,2016-02-03T00:00:00,0,0,1,1
2016-02-04,130.0,V,nc,2016-02-04T00:00:00,0,0,1,1
2016-02-05,131.0,V,nc,2016-02-05T00:00:00,0,0,1,1
2016-02-06,134.0,V,nc,2016-02-06T00:00:00,0,0,1,1
2016-02-07,134.0,V,nc,2016-02-07T00:00:00,0,0,1,1
2016-02-08,129.0,V,nc,2016-02-08T00:00:00,0,0,1,1
2016-02-09,126.0,V,nc,2016-02-09T00:00:00,0,0,1,1
2016-02-10,124.0,V,nc,2016-02-10T00:00:00,0,0,1,1
2016-02-11,123.0,V,nc,2016-02-11T00:00:00,0,0,1,1
2016-02-12,124.0,V,nc,2016-02-12T00:00:00,0,0,1,1
2016-02-13,124.0,V,nc,2016-02-13T00:00:00,0,0,1,1
2016-02-14,128.0,V,nc,2016-02-14T00:00:00,0,0,1,1
2016-02-15,130.0,V,nc,2016-02-15T00:00:00,0,0,1,1
2016-02-16,148.0,V,nc,2016-02-16T00:00:00,0,0,1,1
2016-02-17,144.0,V,nc,2016-02-17T00:00:00,0,0,1,1
2016-02-18,146.0,V,nc,2016-02-18T00:00:00,0,0,1,1
2016-02-19,146.0,V,nc,2016-02-19T00:00:00,0,0,1,1
2016-02-20,153.0,V,nc,2016-02-20T00:00:00,0,0,1,1
2016-02-21,150.0,V,nc,2016-02-21T00:00:00,0,0,1,1
2016-02-22,149.0,V,nc,2016-02-22T00:00:00,0,0,1,1
2016-02-23,147.0,V,nc,2016-02-23T00:00:00,0,0,1,1
2016-02-24,145.0,V,nc,2016-02-24T00:00:00,0,0,1,1
2016-02-25,143.0,V,nc,2016-02-25T00:00:00,0,0,1,1
2016-02-26,140.0,V,nc,2016-02-26T00:00:00,0,0,1,1
2016-02-27,139.0,V,nc,2016-02-27T00:00:00,0,0,1,1
2016-02-28,138.0,V,nc,2016-02-28T00:00:00,0,0,1,1
2016-02-29,148.0,V,nc,2016-02-29T00:00:00,0,0,1,1
2016-03-01,144.0,V,nc,2016-03-01T00:00:00,0,0,1,1
2016-03-02,160.0,V,nc,2016-03-02T00:00:00,0,0,1,1
2016-03-03,161.0,V,nc,2016-03-03T00:00:00,0,0,1,1
2016-03-04,161.0,V,nc,2016-03-04T00:00:00,0,0,1,1
2016-03-05,159.0,V,nc,2016-03-05T00:00:00,0,0,1,1
2016-03-06,158.0,V,nc,2016-03-06T00:00:00,0,0,1,1
2016-03-07,158.0,V,nc,2016-03-07T00:00:00,0,0,1,1
2016-03-08,161.0,V,nc,2016-03-08T00:00:00,0,0,1,1
2016-03-09,158.0,V,nc,2016-03-09T00:00:00,0,0,1,1
2016-03-10,173.0,V,nc,2016-03-10T00:00:00,0,0,1,1
2016-03-11,173.0,V,nc,2016-03-11T00:00:00,0,0,1,1
2016-03-12,172.0,V,nc,2016-03-12T00:00:00,0,0,1,1
2016-03-13,172.0,V,nc,2016-03-13T00:00:00,0,0,1,1
2016-03-14,179.0,V,nc,2016-03-14T00:00:00,0,0,1,1
2016-03-15,180.0,V,nc,2016-03-15T00:00:00,0,0,1,1
2016-03-16,175.0,V,nc,2016-03-16T00:00:00,0,0,1,1
2016-03-17,174.0,V,nc,2016-03-17T00:00:00,0,0,1,1
2016-03-18,171.0,V,nc,2016-03-18T00:00:00,0,0,1,1
2016-03-19,169.0,V,nc,2016-03-19T00:00:00,0,0,1,1
2016-03-20,167.0,V,nc,2016-03-20T00:00:00,0,0,1,1
2016-03-21,166.0,V,nc,2016-03-21T00:00:00,0,0,1,1
2016-03-22,170.0,V,nc,2016-03-22T00:00:00,0,0,1,1
2016-03-23,169.0,V,nc,2016-03-23T00:00:00,0,0,1,1
2016-03-24,171.0,V,nc,2016-03-24T00:00:00,0,0,1,1
2016-03-25,177.0,V,nc,2016-03-25T00:00:00,0,0,1,1
2016-03-26,172.0,V,nc,2016-03-26T00:00:00,0,0,1,1
2016-03-27,169.0,V,nc,2016-03-27T00:00:00,0,0,1,1
2016-03-28,172.0,V,nc,2016-03-28T00:00:00,0,0,1,1
2016-03-29,170.0,V,nc,2016-03-29T00:00:00,0,0,1,1
2016-03-30,166.0,V,nc,2016-03-30T00:00:00,0,0,1,1
2016-03-31,162.0,V,nc,2016-03-31T00:00:00,0,0,1,1
2016-04-01,160.0,V,nc,2016-04-01T00:00:00,0,0,1,1
2016-04-02,157.0,V,nc,2016-04-02T00:00:00,0,0,1,1
2016-04-03,154.0,V,nc,2016-04-03T00:00:00,0,0,1,1
2016-04-04,151.0,V,nc,2016-04-04T00:00:00,0,0,1,1
2016-04-05,156.0,V,nc,2016-04-05T00:00:00,0,0,1,1
2016-04-06,154.0,V,nc,2016-04-06T00:00:00,0,0,1,1
2016-04-07,150.0,V,nc,2016-04-07T00:00:00,0,0,1,1
2016-04-08,147.0,V,nc,2016-04-08T00:00:00,0,0,1,1
2016-04-09,144.0,V,nc,2016-04-09T00:00:00,0,0,1,1
2016-04-10,142.0,V,nc,2016-04-10T00:00:00,0,0,1,1
2016-04-11,139.0,V,nc,2016-04-11T00:00:00,0,0,1,1
2016-04-12,137.0,V,nc,2016-04-12T00:00:00,0,0,1,1
2016-04-13,138.0,V,nc,2016-04-13T00:00:00,0,0,1,1
2016-04-14,137.0,V,nc,2016-04-14T00:00:00,0,0,1,1
2016-04-15,141.0,V,nc,2016-04-15T00:00:00,0,0,1,1
2016-04-16,138.0,V,nc,2016-04-16T00:00:00,0,0,1,1
2016-04-17,136.0,V,nc,2016-04-17T00:00:00,0,0,1,1
2016-04-18,134.0,V,nc,2016-04-18T00:00:00,0,0,1,1
2016-04-19,131.0,V,nc,2016-04-19T00:00:00,0,0,1,1
2016-04-20,128.0,V,nc,2016-04-20T00:00:00,0,0,1,1
2016-04-21,126.0,V,nc,2016-04-21T00:00:00,0,0,1,1
2016-04-22,123.0,V,nc,2016-04-22T00:00:00,0,0,1,1
2016-04-23,121.0,V,nc,2016-04-23T00:00:00,0,0,1,1
2016-04-24,119.0,V,nc,2016-04-24T00:00:00,0,0,1,1
2016-04-25,120.0,V,nc,2016-04-25T00:00:00,0,0,1,1
2016-04-26,118.0,V,nc,2016-04-26T00:00:00,0,0,1,1
2016-04-27,117.0,V,nc,2016-04-27T00:00:00,0,0,1,1
2016-04-28,116.0,V,nc,2016-04-28T00:00:00,0,0,1,1
2016-04-29,114.0,V,nc,2016-04-29T00:00:00,0,0,1,1
2016-04-30,113.0,V,nc,2016-04-30T00:00:00,0,0,1,1
2016-05-01,111.0,V,nc,2016-05-01T00:00:00,0,0,1,1
2016-05-02,110.0,V,nc,2016-05-02T00:00:00,0,0,1,1
2016-05-03,107.0,V,nc,2016-05-03T00:00:00,0,0,1,1
2016-05-04,105.0,V,nc,2016-05-04T00:00:00,0,0,1,1
2016-05-05,102.0,V,nc,2016-05-05T00:00:00,0,0,1,1
2016-05-06,100.0,V,nc,2016-05-06T00:00:00,0,0,1,1
2016-05-07,97.0,V,nc,2016-05-07T00:00:00,0,0,1,1
2016-05-08,95.0,V,nc,2016-05-08T00:00:00,0,0,1,1
2016-05-09,91.0,V,nc,2016-05-09T00:00:00,0,0,1,1
2016-05-10,90.0,V,nc,2016-05-10T00:00:00,0,0,1,1
2016-05-11,88.0,V,nc,2016-05-11T00:00:00,0,0,1,1
2016-05-12,86.0,V,nc,2016-05-12T00:00:00,0,0,1,1
2016-05-13,84.0,V,nc,2016-05-13T00:00:00,0,0,1,1
2016-05-14,82.0,V,nc,2016-05-14T00:00:00,0,0,1,1
2016-05-15,80.0,V,nc,2016-05-15T00:00:00,0,0,1,1
2016-05-16,79.0,V,nc,2016-05-16T00:00:00,0,0,1,1
2016-05-17,77.0,V,nc,2016-05-17T00:00:00,0,0,1,1
2016-05-18,74.0,V,nc,2016-05-18T00:00:00,0,0,1,1
2016-05-19,73.0,V,nc,2016-05-19T00:00:00,0,0,1,1
2016-05-20,72.0,V,nc,2016-05-20T00:00:00,0,0,1,1
2016-05-21,71.0,V,nc,2016-05-21T00:00:00,0,0,1,1
2016-05-22,70.0,V,nc,2016-05-22T00:00:00,0,0,1,1
2016-05-23,70.0,V,nc,2016-05-23T00:00:00,0,0,1,1
2016-05-24,68.0,V,nc,2016-05-24T00:00:00,0,0,1,1
2016-05-25,65.0,V,nc,2016-05-25T00:00:00,0,0,1,1
2016-05-26,63.0,V,nc,2016-05-26T00:00:00,0,0,1,1
2016-05-27,61.0,V,nc,2016-05-27T00:00:00,0,0,1,1
2016-05-28,61.0,V,nc,2016-05-28T00:00:00,0,0,1,1
2016-05-29,61.0,V,nc,2016-05-29T00:00:00,0,0,1,1
2016-05-30,59.0,V,nc,2016-05-30T00:00:00,0,0,1,1
2016-05-31,57.0,V,nc,2016-05-31T00:00:00,0,0,1,1
2016-06-01,55.0,V,nc,2016-06-01T00:00:00,0,0,1,1
2016-06-02,53.0,V,nc,2016-06-02T00:00:00,0,0,1,1
2016-06-03,51.0,V,nc,2016-06-03T00:00:00,0,0,1,1
2016-06-04,47.0,V,nc,2016-06-04T00:00:00,0,0,1,1
2016-06-05,43.0,V,nc,2016-06-05T00:00:00,0,0,1,1
2016-06-06,40.0,V,nc,2016-06-06T00:00:00,0,0,1,1
2016-06-07,37.0,V,nc,2016-06-07T00:00:00,0,0,1,1
2016-06-08,33.0,V,nc,2016-06-08T00:00:00,0,0,1,1
2016-06-09,31.0,V,nc,2016-06-09T00:00:00,0,0,1,1
2016-06-10,29.0,V,nc,2016-06-10T00:00:00,0,0,1,1
2016-06-11,28.0,V,nc,2016-06-11T00:00:00,0,0,1,1
2016-06-12,29.0,V,nc,2016-06-12T00:00:00,0,0,1,1
2016-06-13,27.0,V,nc,2016-06-13T00:00:00,0,0,1,1
2016-06-14,25.0,V,nc,2016-06-14T00:00:00,0,0,1,1
2016-06-15,26.0,V,nc,2016-06-15T00:00:00,0,0,1,1
2016-06-16,24.0,V,nc,2016-06-16T00:00:00,0,0,1,1
2016-06-17,23.0,E,nc,2016-06-17T00:00:00,0,0,1,1
2016-06-18,21.0,E,nc,2016-06-18T00:00:00,0,0,1,1
2016-06-19,20.0,E,nc,2016-06-19T00:00:00,0,0,1,1
2016-06-20,19.0,E,nc,2016-06-20T00:00:00,0,0,1,1
2016-06-21,16.0,E,nc,2016-06-21T00:00:00,0,0,1,1
2016-06-22,14.0,E,nc,2016-06-22T00:00:00,0,0,1,1
2016-06-23,11.0,E,nc,2016-06-23T00:00:00,0,0,1,1
2016-06-24,7.0,E,nc,2016-06-24T00:00:00,0,0,1,1
2016-06-25,5.0,E,nc,2016-06-25T00:00:00,0,0,1,1
2016-06-26,3.0,V,nc,2016-06-26T00:00:00,0,0,1,1
2016-06-27,0.0,E,nc,2016-06-27T00:00:00,0,0,1,1
2016-06-28,0.0,E,nc,2016-06-28T00:00:00,0,0,1,1
2016-06-29,0.0,E,nc,2016-06-29T00:00:00,0,0,1,1
2016-06-30,0.0,V,nc,2016-06-30T00:00:00,0,0,1,1
2016-07-01,0.0,E,nc,2016-07-01T00:00:00,0,0,1,1
2016-07-02,0.0,E,nc,2016-07-02T00:00:00,0,0,1,1
2016-07-03,0.0,E,nc,2016-07-03T00:00:00,0,0,1,1
2016-07-04,0.0,E,nc,2016-07-04T00:00:00,0,0,1,1
2016-07-05,0.0,E,nc,2016-07-05T00:00:00,0,0,1,1
2016-07-06,0.0,E,nc,2016-07-06T00:00:00,0,0,1,1
2016-07-07,0.0,E,nc,2016-07-07T00:00:00,0,0,1,1
2016-07-08,0.0,E,nc,2016-07-08T00:00:00,0,0,1,1
2016-07-09,0.0,E,nc,2016-07-09T00:00:00,0,0,1,1
2016-07-10,0.0,E,nc,2016-07-10T00:00:00,0,0,1,1
2016-07-11,0.0,E,nc,2016-07-11T00:00:00,0,0,1,1
2016-07-12,0.0,E,nc,2016-07-12T00:00:00,0,0,1,1
2016-07-13,0.0,V,nc,2016-07-13T00:00:00,0,0,1,1
2016-07-14,0.0,V,nc,2016-07-14T00:00:00,0,0,1,1
2016-07-15,0.0,V,nc,2016-07-15T00:00:00,0,0,1,1
2016-07-16,0.0,V,nc,2016-07-16T00:00:00,0,0,1,1
2016-07-17,0.0,V,nc,2016-07-17T00:00:00,0,0,1,1
2016-07-18,0.0,E,nc,2016-07-18T00:00:00,0,0,1,1
2016-07-19,0.0,V,nc,2016-07-19T00:00:00,0,0,1,1
2016-07-20,0.0,E,nc,2016-07-20T00:00:00,0,0,1,1
2016-07-21,0.0,E,nc,2016-07-21T00:00:00,0,0,1,1
2016-07-22,0.0,E,nc,2016-07-22T00:00:00,0,0,1,1
2016-07-23,0.0,V,nc,2016-07-23T00:00:00,0,0,1,1
2016-07-24,0.0,E,nc,2016-07-24T00:00:00,0,0,1,1
2016-07-25,0.0,V,nc,2016-07-25T00:00:00,0,0,1,1
2016-07-26,0.0,V,nc,2016-07-26T00:00:00,0,0,1,1
2016-07-27,0.0,V,nc,2016-07-27T00:00:00,0,0,1,1
2016-07-28,0.0,V,nc,2016-07-28T00:00:00,0,0,1,1
2016-07-29,0.0,V,nc,2016-07-29T00:00:00,0,0,1,1
2016-07-30,0.0,E,nc,2016-07-30T00:00:00,0,0,1,1
2016-07-31,0.0,V,nc,2016-07-31T00:00:00,0,0,1,1
2016-08-01,0.0,E,nc,2016-08-01T00:00:00,0,0,1,1
2016-08-02,0.0,E,nc,2016-08-02T00:00:00,0,0,1,1
2016-08-03,0.0,V,nc,2016-08-03T00:00:00,0,0,1,1
2016-08-04,0.0,E,nc,2016-08-04T00:00:00,0,0,1,1
2016-08-05,0.0,V,nc,2016-08-05T00:00:00,0,0,1,1
2016-08-06,0.0,E,nc,2016-08-06T00:00:00,0,0,1,1
2016-08-07,0.0,V,nc,2016-08-07T00:00:00,0,0,1,1
2016-08-08,0.0,E,nc,2016-08-08T00:00:00,0,0,1,1
2016-08-09,0.0,V,nc,2016-08-09T00:00:00,0,0,1,1
2016-08-10,0.0,V,nc,2016-08-10T00:00:00,0,0,1,1
2016-08-11,0.0,V,nc,2016-08-11T00:00:00,0,0,1,1
2016-08-12,0.0,E,nc,2016-08-12T00:00:00,0,0,1,1
2016-08-13,0.0,V,nc,2016-08-13T00:00:00,0,0,1,1
2016-08-14,0.0,E,nc,2016-08-14T00:00:00,0,0,1,1
2016-08-15,0.0,E,nc,2016-08-15T00:00:00,0,0,1,1
2016-08-16,0.0,V,nc,2016-08-16T00:00:00,0,0,1,1
2016-08-17,0.0,E,nc,2016-08-17T00:00:00,0,0,1,1
2016-08-18,0.0,V,nc,2016-08-18T00:00:00,0,0,1,1
2016-08-19,0.0,V,nc,2016-08-19T00:00:00,0,0,1,1
2016-08-20,0.0,E,nc,2016-08-20T00:00:00,0,0,1,1
2016-08-21,0.0,E,nc,2016-08-21T00:00:00,0,0,1,1
2016-08-22,0.0,E,nc,2016-08-22T00:00:00,0,0,1,1
2016-08-23,0.0,E,nc,2016-08-23T00:00:00,0,0,1,1
